Municipality,Last Name,First Name,Affiliation
Kitchener,Swirski,Wm Nicholas,United Brethren Church In Canada Ontario Conference
Kitchener,Syens,Roland William,Lutheran Church - Canada
Kitchener,Szatmari,Ferenc,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Kitchener,Szkubera,Krzysztof Konrad,Roman Catholic Diocese Of Hamilton
Kitchener,Tamang,Ash Bahadur,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Taylor,Jennifer,Celebrating Life Ministries
Kitchener,Tela,Daniel Gebreselassie,Mennonite Church Eastern Canada
Kitchener,Thianhlun,Van Kung,Fellowship Of Evangelical Baptist Churches
Kitchener,Thomas,Steve,General Convention of the New Jerusalem in the United States of America
Kitchener,Thompson,Carman Wayne,Community Of Christ
Kitchener,Thompson,Lisa,The Community Catholic Church of Canada
Kitchener,Thomsen,Neil Christian,Evangelical Lutheran Church In Canada Eastern Synod
Kitchener,Thorton,Ronald Mark,Evangelical Missionary Church Canada East District
Kitchener,Timm,Chris,The Evangelical Christian Church In Canada
Kitchener,Toeller,Heike,Evangelical Lutheran Church In Canada Eastern Synod
Kitchener,Tracey,Michael Christopher,Roman Catholic Diocese Of Hamilton
Kitchener,Trindade,Joseph Vivek,Roman Catholic Diocese Of Hamilton
Kitchener,Truong,Abraham,New Apostolic Church Canada
Kitchener,Tuchlinsky,Joan Beverley,Western Ontario Waterways Regional Council - United Church
Kitchener,Turner,Nathan Paul,Ministers Network Canada
Kitchener,Uniac,M Timothy,Roman Catholic Diocese Of Hamilton
Kitchener,Vanerpool,Sydney,The Community Catholic Church of Canada
Kitchener,Vang,Chung,Mennonite Church Eastern Canada
Kitchener,Varner,Tanya Louise,Evangelical Lutheran Church In Canada Eastern Synod
Kitchener,Velasquez,Jorge Alberto,Church of God in Canada
Kitchener,Vermiglio,Thomas,Roman Catholic Diocese Of Hamilton
Kitchener,Virgin,Trina,The Community Catholic Church of Canada
Kitchener,Voisin,Paul Stanley,Roman Catholic Diocese Of Hamilton
Kitchener,Wagler,Angela Ruth,Anchor Ministerial Fellowship
Kitchener,Wagler,Paul Douglas,Anchor Ministerial Fellowship
Kitchener,Wagner,Carl L,Lutheran Church - Canada
Kitchener,Walker,Deborah Isobel,Celebrating Life Ministries
Kitchener,Walzak,Edward John,Clergy Support Memorial Church
Kitchener,Wark,Gavin Heber,Evangelical Missionary Church Canada East District
Kitchener,Watson,Ronald E,Baptist - Ontario & Quebec
Kitchener,Watts,Dennis,Ministers Network Canada
Kitchener,Weber,Michael,New Apostolic Church Canada
Kitchener,Webster,Lorna,Community Of Christ
Kitchener,Weinhardt,Werner Dietmar,Apostolic Christian Church-Nazarean
Kitchener,Welten,Donald Erwin Alexander,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Wentzlaff,Lloyd Edward,Lutheran Church - Canada
Kitchener,Werner,George Oswald,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Wigg,Melanie,Be In Christ Church Of Canada
Kitchener,Wigood,Allan D,Community Of Christ
Kitchener,Wilkinson,David John,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Wilkinson,J Scott,Synod Of The Reformed Presbyterian Church Of North America
Kitchener,Willcock,Mark William,Evangelical Missionary Church Canada East District
Kitchener,Williams,Aaron Richard,The Church of Jesus Christ of Latter-Day Saints
Kitchener,Williams,Gavin S,Western Ontario Waterways Regional Council - United Church
Kitchener,Wilson,Heather Mary,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Witmer,Kimberly Lee,Clergy Support Memorial Church
Kitchener,Woodall,Brenda Caroline,Western Ontario Waterways Regional Council - United Church
Kitchener,Woodson,Marvin Watt,Baptist International Missions (In Ontario ) Inc.
Kitchener,Wright,Gordon Allan,Woodside Bible Fellowship
Kitchener,Wroblewicz,Adam,Roman Catholic Diocese Of Hamilton
Kitchener,Yirenkyi,Yaw Asa,All Nations Full Gospel Church
Kitchener,Young,Henry G,Eagle Worldwide Ministries
Kitchener,Young,Janet McGown,The Christian and Missionary Alliance Central Canada District
Kitchener,Young,Jeffrey Howard Harold,The Pentecostal Assemblies of Canada Western Ontario District
Kitchener,Yousuf,Maria,Word Of God Assemblies International
Kitchener,Yun,Young Do,Presbyterian Church in Canada Presbytery Of Eastern Han-Ca
Kitchener,Zabel,Paul J,Lutheran Church - Canada
Kitchener,de Jong,Laura Marguerite,Christian Reformed Church In North America
Kitchner,Tozer,Richard Frank,Anchor Ministerial Fellowship
Kithener,Elliott,Timothy Keith,Evangelical Missionary Church Canada East District
Kition,Burns,Jerry Allan,Kitchener Baptist Church
Kleinburg,Akbari,Mehdi M,Ismaili Muslim Council For Ontario
Kleinburg,Awoleri,Adebayo Gabriel,Ministers Network Canada
Kleinburg,Bromfield,Andre Recardo,Mount Zion Apostolic Church Of Canada
Kleinburg,Duffus,Glenford,Ebenezer Holiness Church of God Inc.
Kleinburg,Fazal,Shafik,Ismaili Muslim Council For Ontario
Kleinburg,Keshinro,Adeleke Dennis,York Church Of God
Kleinburg,Luimes,Maurice,United Reformed Churches In North America
Kleinburg,Manafo,Richard W,Presbyterian Church in Canada Presbytery Of Oak Ridges
Kleinburg,Parayil,George,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Kleinburg,Serrano,William Alberto,The Fellowship Of Christian Assemblies
Knowlton,Wiebe,Timothy Jacob,The Anglican Church Of Canada Diocese Of Toronto
Komoka,Canning,Clark,Ministers Network Canada
Komoka,Delaney,Thomas J,London North Park Community Church
Komoka,Hogendoorn,Robert William,Christian Reformed Church In North America
Komoka,Knauer,Paul Gerhardt,Liebenzeller Mission Of Canada
Komoka,McKillop,Joan Marie,Centre For Spiritual Living Toronto
Komoka,Richardson,Brian L,The Pentecostal Assemblies of Canada Western Ontario District
Komoka,Watson,Douglas J,Baptist - Ontario & Quebec
Komoka,Wolsey,Hugh Dellevan,Community Of Christ
Komoko,Mercer,William Blair,The Pentecostal Assemblies of Canada Western Ontario District
Ktchener,Lasko,Jennifer,Pillar of Fire Churches International
L'Original,Bertrand,Brigitte,Eglise Evangelique Chretienne de Lorraine
La Salle,Bondy,Arthur J,Roman Catholic Diocese Of London
La Salle,Bursey,Cory R,The Pentecostal Assemblies of Canada Western Ontario District
La Salle,Charette,Gerard Paul,Roman Catholic Diocese Of London
La Salle,Hollingsworth,Linda Rae,Baptist - Ontario & Quebec
La Salle,Matthewman,Ronald,The Anglican Church of Canada Diocese of Huron
La Salle,Mustenikov,Aleksandar,Macedonian Eastern Orthodox Church
La Salle,Palanacki,Brian,Apostolic Christian Church-Nazarean
LaSalle,Aguilar,Pablo Jimeno,Fellowship Of Evangelical Baptist Churches
LaSalle,Champagne,Robert Louis,Roman Catholic Diocese Of London
LaSalle,Ciaramitaro,Mary Elizabeth,Ministers Network Canada
LaSalle,Ciaramitaro,Richard T,Ministers Network Canada
LaSalle,Dureno,James B,Oakwood Bible Chapel
LaSalle,Goldstein,Lynn Heather,Jewish - Reform
LaSalle,Goyeau,Gary Norman,Roman Catholic Diocese Of London
LaSalle,Janisse,Richard Kenneth,Roman Catholic Diocese Of London
LaSalle,Lopez,Alexander James,The Pentecostal Assemblies of Canada Western Ontario District
LaSalle,McCarty,John W,Community Of Christ
LaSalle,McCarty,Katherine Ellen,Community Of Christ
LaSalle,Ninaber,Adrianus Karel,Fellowship Of Evangelical Baptist Churches
Lac Saguay,Dingwell,Herbert George Troy,The Association for Education and Evangelism
Lakefield,Blane,Lucie Ann,Presbyterian Church in Canada Presbytery Of Lindsay - Peterborough
Lakefield,Budd,George Dougall Richard,Baptist - Ontario & Quebec
Lakefield,Dales,Lisa,Bancroft Centre For Awakening Spiritual Growth
Lakefield,Dunford,Paul Edward,Roman Catholic Diocese Of Peterborough
Lakefield,Empey,William Glenn,The Anglican Church Of Canada Diocese Of Toronto
Lakefield,Evans,Harvey Winston,Ministers Network Canada
Lakefield,Guest,James H,Open Door Evangelistic Church
Lakefield,Hayes,Lori Anne Marie,Canadian International Metaphysical Ministry
Lakefield,Johnson,Gary Vincent,Association of Faith Churches and Ministers
Lakefield,Jones,Christian,The Gospel Crusade Inc
Lakefield,Laughren,Janet Patricia,East Central Ontario Regional Council - United Church
Lakefield,Madigan,Stanley,The Evangelical Christian Church In Canada
Lakefield,McDermott,Marvin G,The Anglican Church Of Canada Diocese Of Toronto
Lakefield,Moore,Evelyn M,Baptist - Ontario & Quebec
Lakefield,Nicholson,Brian Joseph G,East Central Ontario Regional Council - United Church
Lakefield,Rick,Raymond,Roman Catholic Diocese Of Peterborough
Lakefield,Runza,John G,The Anglican Church Of Canada Diocese Of Toronto
Lakefield,Sadlier,Glen Ralph,Associated Gospel Churches
Lakefield,Sliwa,Shirley-Ann,Pentecostal Church Of God Of America
Lakefield,St Pierre,Mark,Independent Assemblies Of God International
Lakefield,Steele,Donald K,Brethren
Lakefield,Tucker,Norman J,Brethren
Lakefield,Whitehorn,Murray,Humanist Association Of Canada
Lakefield,Wilson,Gregory,Independent Assemblies Of God International
Lakehurst,Bryce,Gregg Stephen,The Peoples Church
Lakehurst,Lillico,Alisa J,Humanist Association Of Canada
Lakehurst,Rennick,Brian K,The Pentecostal Assemblies of Canada Eastern Ontario District
Lakeshore,Bondy,Adrian J,Independent Assemblies Of God International
Lakeside,Grover,Linda Ann,Canadian International Metaphysical Ministry
Lakeside,Hryniw,Richard,East Nissouri Union Church
Lakeside,Uren,Janet Elizabeth,Antler River Watershed Regional Council - United Church
Lamable,Inglis,Elizabeth Ann,Centre For Spiritual Living Toronto
Lambridge,Boettcher,Roger Edward,Open Door Evangelistic Church
Lambton Shores,Beaumont,Denise Lynne,Clergy Support Memorial Church
Lambton Shores,Doucette,Michael Fintan,"World Bible Way Fellowship, Inc."
Lambton Shores,Gilliard,Jacqueline L,Celebrating Life Ministries
Lanark,Clifford,Howard B,Community Of Christ
Lanark,Donaldson,Terry Lee,Clergy Support Memorial Church
Lanark,Orok,Beryl Theresa,The Pentecostal Assemblies of Canada Eastern Ontario District
Lanark,Selby,Robert Francis Coleman,Eastern Ontario Outaouais Regional Council - United Church
Lancaster,Noordhof,John Henry,Eastern Ontario Outaouais Regional Council - United Church
Langton,Cherusseril,Thomas Kuriacko,Roman Catholic Diocese Of London
Langton,Friesen,Abram,Old Colony Mennonite Congregation
Langton,Froese,Abram,Old Colony Mennonite Congregation
Langton,Wiebe,Johan,Old Colony Mennonite Congregation
Lansdowne,Medd,James Bradford,Independent Assemblies Of God International
Lansdowne,Peters,Sherry Louise,Bancroft Centre For Awakening Spiritual Growth
Lasalle,Abbey,Jon Lacey,Community Of Christ
Lasalle,Abbey,Susan Joy,Community Of Christ
Lasalle,Berg,Bernie,Ministers Network Canada
Lasalle,Brunet,Lawrence Lambert,Roman Catholic Diocese Of London
Lasalle,Clark,John Leland,The Anglican Church of Canada Diocese of Huron
Lasalle,Dressler,Jacob S,Evangelical Lutheran Church In Canada Eastern Synod
Lasalle,Fraser,Stanley K,The Anglican Church of Canada Diocese of Huron
Lasalle,Jones,Donald E,Community Of Christ
Lasalle,Jones,Linda,Community Of Christ
Lasalle,Joshua,Gloria Isabel,Seventh-day Adventists Ontario Conference
Lasalle,Lacey,Travis,The Christian and Missionary Alliance Central Canada District
Lasalle,Paulton,Susan Elaine,The Anglican Church of Canada Diocese of Huron
Lasalle,Pearce,Colin James,The Anglican Church of Canada Diocese of Huron
Lasalle,Randhawa,Hargurdev Singh,Sikh
Lasalle,Saunders,Thomas Allan,The Pentecostal Assemblies of Canada Western Ontario District
Lasalle,Smith,Lance,The Anglican Church of Canada Diocese of Huron
Lasalle,Strajnic,Alan,Apostolic Christian Church-Nazarean
Lasalle,Vermette,Ronald Robert Joseph,Roman Catholic Diocese Of London
Lasalle,Wilton,Richard Mark,The Anglican Church of Canada Diocese of Huron
Lasalle,Winter,George,The Sanctuary Family Centre
Latulipe,Cadotte,Roger,Roman Catholic Diocese Of Timmins
Leamington,Albrecht,Nathan,The Pentecostal Assemblies of Canada Western Ontario District
Leamington,Ansems,Danny Jack,Jehovah's Witnesses
Leamington,Atkinson,Janice,Community Of Christ
Leamington,Atkinson,William S,Community Of Christ
Leamington,Bessette,Michael Mark,The Pentecostal Assemblies of Canada Western Ontario District
Leamington,Boehm,Ruth,Mennonite Church Eastern Canada
Leamington,Brown,Edgar Peter,Mennonite Church Eastern Canada
Leamington,Brush,Lawrence Hilton,Congregational Christian Church
Leamington,Carder,Maureen Elizabeth,The Pentecostal Assemblies of Canada Western Ontario District
Leamington,Cottrill,Bruce,Leamington Gospel Hall
Leamington,Donaldson,Curtell,True Light Apostolic Church of Jesus Christ
Leamington,Duncan,Kenneth W,Baptist - Ontario & Quebec
Leamington,Dyck,David,Mennonite Church Eastern Canada
Leamington,Eid,Namatallah,The Maronite Church Eparchie Saint-Maron De Montreal Du Canada
Leamington,Enns,Jacob,Evangelical Mennonite Conference
Leamington,Ferrera,Tomasso Vincenzo,Roman Catholic Diocese Of London
Leamington,Friesen,Abram Wieler,Old Colony Mennonite Congregation
Leamington,Friesen,Henry,Bergthaler Mennonite Church of Leamington
Leamington,Froese,Lowell James Andrew,Evangelical Mennonite Conference
Leamington,Hiebert,David,Old Colony Mennonite Congregation
Leamington,Huyge,Benjamin J,Roman Catholic Diocese Of London
Leamington,Impens,Frederick Ferdinand,Kenneth Hagin Ministries of Canada
Leamington,Kassas,Michel Nadim,The Maronite Church Eparchie Saint-Maron De Montreal Du Canada
Leamington,Klassen,Peter,Evangelical Mennonite Mission Conference
Leamington,Krahn,George,Conservative Mennonite Of Ontario
Leamington,Lemon,Robert,The Anglican Church of Canada Diocese of Huron
Leamington,Litt,Alexander Joseph,Roman Catholic Diocese Of London
Leamington,Lovering,John David,Antler River Watershed Regional Council - United Church
Leamington,Lovering,Melodee Margaret,Antler River Watershed Regional Council - United Church
Leamington,Mercer,Andrew Paul,The Pentecostal Assemblies of Canada Western Ontario District
Leamington,Montgomery,Derek M,Independent Assemblies Of God International
Leamington,Nantais,Jonathan Patrick,Christian Church (Disciples Of Christ)
Leamington,Neufeld,Heinrich Wall,Celebrating Life Ministries
Leamington,Neufeld,Jacob Friesen,New Reinland Mennonite Church Of Ontario
Leamington,Neufeld,Jonathan James,Evangelical Mennonite Mission Conference
Leamington,Okoro,Olivet Frances O,Roman Catholic Diocese Of London
Leamington,Palmer,Frederick A,Baptist
Leamington,Peasley,Jason William,First Baptist Church
Leamington,Penner,Joseph,Evangelical Mennonite Conference
Leamington,Pinnock,Wayne Omar,Independent Assemblies Of God International
Leamington,Quinlan,Michael Patrick,Ministers Network Canada
Leamington,Rodey,Paul Douglas,Antler River Watershed Regional Council - United Church
Leamington,Salas-Silva,Leobardo,Seventh-day Adventists Ontario Conference
Leamington,Samuels,George Donavan,Power In Praises Deliverance Ministries Inc.
Leamington,Schellert,Paul Herman,The Pentecostal Assemblies of Canada Western Ontario District
Leamington,Sellick,Glenn J,Evangelical Lutheran Church In Canada Eastern Synod
Leamington,Solano Quesnel,Rodrigo Emilio,Unitarian Universalist Association
Leamington,Tamburo,Katherine,Independent Assemblies Of God International
Leamington,Unger,Isaak B,Evangelical Mennonite Mission Conference
Leamington,Unger,Isaak D,Evangelical Mennonite Mission Conference
Leamington,Unger,Quentin D,Evangelical Mennonite Mission Conference
Leamington,Vezina,John Patrick,Roman Catholic Diocese Of London
Leamington,Walker,Christopher A,Mennonite Brethren Church
Leamington,Walker,Leslie Louise,Presbyterian Church in Canada Presbytery Of Essex - Kent
Leamington,West,David John Charles,Baptist - Ontario & Quebec
Leamington,Winter,Victor John,Mennonite Church Eastern Canada
Leaskdale,Allison,Andrew John,Presbyterian Church in Canada Presbytery Of Pickering
Lefroy,Bone,Colleen Eleanore,Clergy Support Memorial Church
Lefroy,Hoffmann,Daniel T,New Apostolic Church Canada
Levack,Mac Donald,John J,Roman Catholic Diocese Of Sault Ste. Marie
Levack,Ogah,Joseph Onoja,Roman Catholic Diocese Of Sault Ste. Marie
Levack,Spencer,David I,Baptist
Levack,Vanier Dolman,Monique Estelle,Clergy Support Memorial Church
Limehouse,Russell,Brian David,Living Hope Church Georgetown
Limoges,Funelas,John E,Anglican Catholic Church Of Canada
Limoges,Ntagabo,Jimmy Joris,The Pentecostal Assemblies of Canada Eastern Ontario District
Limoges,Prevost,Penny Lee Ann,Clergy Support Memorial Church
Limoges,Rebeles Nava,Diego De Jesus,Roman Catholic Archdiocese Of Ottawa-Cornwall
Lincoln,Hoare,Annette May,Community Apostolic Episcopal Church of Canada
Lindsay,Bakshi,Kanwal N,Sikh
Lindsay,Barlow,Rodney H,The Anglican Church Of Canada Diocese Of Toronto
Lindsay,Blundon,Lorie D,Celebrating Life Ministries
Lindsay,Boyachek,John Stanley,Fellowship Of Evangelical Baptist Churches
Lindsay,Bradley,Heather Louise,National Evangelical Spiritual Baptist Faith Archdiocese
Lindsay,Call,Edward Eugene,The Community Christian Fellowship Church Of Canada
Lindsay,Carr,John Clarence,Clergy Support Memorial Church
Lindsay,Clark,Bryan Gordon,Eckankar Canada
Lindsay,Clovis,Dominic Antony Darioush,Roman Catholic Diocese Of Peterborough
Lindsay,Coates,Glen J,The Free Methodist Church In Canada
Lindsay,Davies,Leona Catherine,Canadian International Metaphysical Ministry
Lindsay,Davis,Gary J O,The Anglican Church Of Canada Diocese Of Toronto
Lindsay,Donnelly,James Craig,East Central Ontario Regional Council - United Church
Lindsay,Farmer,Brian Edward,Apostolic Church of Pentecost of Canada Inc
Lindsay,Gingrich,Cleason,Mennonite Old Order
Lindsay,Grace,Byron Malcolm,Presbyterian Church in Canada Presbytery Of Lindsay - Peterborough
Lindsay,Grant,Christopher Lee,The Community Catholic Church of Canada
Lindsay,Grant,Janet Leslie,The Community Catholic Church of Canada
Lindsay,Grassie,Paul Gordon,East Central Ontario Regional Council - United Church
Lindsay,Gribbons,Kenneth R,Canadian International Metaphysical Ministry
Lindsay,Hassan,Sana,The Spiritual Assembly of the Baha'is of Kawartha Lakes
Lindsay,Hobbs,Richard Stanely,East Central Ontario Regional Council - United Church
Lindsay,Holtz,Joel C,The Pentecostal Assemblies of Canada Eastern Ontario District
Lindsay,Hutchinson,Kimberly Dawn Yvonne,Ontario Humanist Society
Lindsay,James,Valerie,The Community Christian Fellowship Church Of Canada
Lindsay,Kirk,John A,The Anglican Church Of Canada
Lindsay,Kleinhuis,Michael,Fellowship Of Evangelical Baptist Churches
Lindsay,Locke,Michael Clark Henry,East Central Ontario Regional Council - United Church
Lindsay,Luchies,Ronald Vernon,Christian Reformed Church In North America
Lindsay,MacBain,Alexander M,Salvation Army
Lindsay,Manion,Yvonne M,Celebrating Life Ministries
Lindsay,Marinier,Noel,Independent Assemblies Of God International
Lindsay,McLeod,Scott,Clergy Support Memorial Church
Lindsay,Morley,John-Mark,The Pentecostal Assemblies of Canada Eastern Ontario District
Lindsay,Newton-Smith,Jack William,The Anglican Church Of Canada
Lindsay,Oruebi,Israel Enekio,Roman Catholic Diocese Of Peterborough
Lindsay,Park,Linda KH,Presbyterian Church in Canada Presbytery Of Lindsay - Peterborough
Lindsay,Physick,Gregory W H,The Anglican Church Of Canada Diocese Of Toronto
Lindsay,Quick,Robert Cecil,Clergy Support Memorial Church
Lindsay,Reed,Wayne William,East Central Ontario Regional Council - United Church
Lindsay,Roffel,Robert Bramwell,Salvation Army
Lindsay,Roffel,Susan Jane,Salvation Army
Lindsay,Roy,Michel,Roman Catholic Diocese Of Peterborough
Lindsay,Scott,Michael John,York St Peter's Evangelistic Organization
Lindsay,Sedore,Daniel Bruce,Fellowship Of Evangelical Baptist Churches
Lindsay,Sedore,David Bruce,Fellowship Of Evangelical Baptist Churches
Lindsay,Sholer,Len,Bancroft Centre For Awakening Spiritual Growth
Lindsay,Sisson,Alana Marie,Canadian International Metaphysical Ministry
Lindsay,St Pierre,William,The Evangelical Christian Church In Canada
Lindsay,Stovell,Reginald Murray,Baptist - Ontario & Quebec
Lindsay,Thistle,Samuel Richard,Fellowship Of Evangelical Baptist Churches
Lindsay,Upton,Kyle William,Ministers Network Canada
Lindsay,Van Oostveen,Cornelius Ralph,Evangelical Missionary Church Canada East District
Lindsay,Vanstraten,Ben G,Christian Reformed Church In North America
Lindsay,Waldron,Denise Louise,The Community Catholic Church of Canada
Lindsay,Wilcox,Colleen F,Celebrating Life Ministries
Lindsay,Wiseman,Victoria L,Bancroft Centre For Awakening Spiritual Growth
Lindsay,Yazdani,Khosrow,The Spiritual Assembly of the Baha'is of Kawartha Lakes
Linoges,McEwan,Rudolph Anthony Sylvester,The Fellowship Of Christian Assemblies
Linwood,Bauman,Ornan,Conservative Mennonite Of Ontario
Linwood,Goodkey,Gary Stewart,Wallenstein Bible Chapel
Linwood,Kuepfer,Jonas S,Old Order Amish Mennonite Church Milverton Community
Linwood,McGrath,Brendan,Roman Catholic Diocese Of Hamilton
Linwood,Penner,Jacob F,Old Colony Mennonite Congregation
Linwood,Shantz,Joseph Brent,Mennonite
Lion'S Head,English,Philip Allan,Evangelical Missionary Church Canada East District
Lion's Bay,Crosthwait,Anne,The Anglican Church Of Canada Diocese Of Toronto
Lion's Head,DeWit,Gerald,Evangelical Missionary Church Canada East District
Lion's Head,Green,Dwayne Alexander Edward,The Pentecostal Assemblies of Canada Western Ontario District
Lions Head,Leonard,J Larry Earl,Evangelical Missionary Church Canada East District
Lions Head,Leonard,Larry,Church Of The Nazarene Canada Central District
Lions Head,Malott,Tonia Lee,Celebrating Life Ministries
Lions Head,Mirrlees,Christopher,The Pentecostal Assemblies of Canada Western Ontario District
Lions Head,Samuel,Susan Joan,Presbyterian Church in Canada Presbytery Of Grey-Bruce-Maitland
Lions Head,Samuel,Terrance George,Presbyterian Church in Canada Presbytery Of Grey-Bruce-Maitland
Listowel,Baker,Douglas T,The Pentecostal Assemblies of Canada Western Ontario District
Listowel,Bauman,Calvin James,Conservative Mennonite Of Ontario
Listowel,Carruthers,Steven W J,The Pentecostal Assemblies of Canada Western Ontario District
Listowel,Clark,James William,Presbyterian Church in Canada Presbytery Of Huron - Perth
Listowel,Dwarika,Ralph,Evangelical Lutheran Church In Canada Eastern Synod
Listowel,Dyck,Norman,Mennonite Church Eastern Canada
Listowel,Erb,Fredrick A,Independent Assemblies Of God International
Listowel,Faulkner,Russell Ray,The Pentecostal Assemblies of Canada Western Ontario District
Listowel,Ferber,James Andrew,Evangelical Missionary Church Canada East District
Listowel,Folkerts,Frederick E,United Reformed Churches In North America
Listowel,Frey,Nancy ,Mennonite Church Eastern Canada
Listowel,Gascho,Stephen,Mennonite
Listowel,Heathers,Christina Dorothy,Community Of Christ
Listowel,Hilpert-McIlroy,Iris Diane,The Anglican Church Of Canada Diocese Of Algoma
Listowel,Hogerwaard,Johannes Gerard,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Listowel,Hymers,Brian Stewart,Western Ontario Waterways Regional Council - United Church
Listowel,Jewer,Henry William,Salvation Army
Listowel,Jewer,Judith Elizabeth,Salvation Army
Listowel,Johnstone,Wendy M,Salvation Army
Listowel,Kerr,Elizabeth Muriel,Western Ontario Waterways Regional Council - United Church
Listowel,Klumpenhouwer,Derek William,Mennonite Brethren Church
Listowel,Lambshead,John Mark,Baptist - Ontario & Quebec
Listowel,Lightfoot,Adrienne Laura,The Anglican Church of Canada Diocese of Huron
Listowel,McCallum,Donald Philip John,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Listowel,Meinen,Henry,Christian Reformed Church In North America
Listowel,Penner,Isaak,Old Colony Mennonite Congregation
Listowel,Redecop,David,Old Colony Mennonite Congregation
Listowel,Reist,David,Mennonite
Listowel,Robertson,David,Brethren
Listowel,Russell,George Edward,Western Ontario Waterways Regional Council - United Church
Listowel,Shantz,Peter,Mennonite
Listowel,Skinner,Larry,Presbyterian Church in Canada Presbytery Of Grey-Bruce-Maitland
Listowel,Streicher,Paul,Mennonite
Listowel,Wagler,Emanuel,Old Order Amish Mennonite Church Milverton Community
Listowel,Whyte,Carter Stanley,Evangelical Missionary Church Canada East District
Little Britain,Anderson,Donald Whimbey,The Anglican Church Of Canada Diocese Of Toronto
Little Britain,Boyd,Denise Lynn,East Central Ontario Regional Council - United Church
Little Britain,Remark,H Emil,The Pentecostal Assemblies of Canada Eastern Ontario District
Little Current,Adam,Charles Robert,Humanist Association Of Canada
Little Current,Allard,Paul Joseph,Canadian Shield Regional Council - United Church
Little Current,Bruno,Whitney Lynn Prose,Canadian Shield Regional Council - United Church
Little Current,Charlton,Madeleine,Community Of Christ
Little Current,Edralin,Jonathan,Associated Gospel Churches
Little Current,Gardner,George,Roman Catholic Diocese Of Sault Ste. Marie
Little Current,Hovi,Philip Nathan,The Pentecostal Assemblies of Canada Western Ontario District
Little Current,Kuchta,Daniel W,The Pentecostal Assemblies of Canada Western Ontario District
Little Current,LankTree - Van Horn,Susan,Humanist Association Of Canada
Little Current,Larouche,Daniel J,Roman Catholic Diocese Of Sault Ste. Marie
Little Current,Leeson,Weston D,Community Of Christ
Little Current,Van Kesteren,Paul R,"Grace Bible Church, Little Current, Ontario"
Lively,Boudreau,Denis,Victory Churches Of Canada International Assoc
Lively,Brown,Pamela Jane,Canadian Shield Regional Council - United Church
Lively,Dahmer,Kathryn Louise,Canadian Shield Regional Council - United Church
Lively,Donnelly,Kyle Patrick,The Pentecostal Assemblies of Canada Western Ontario District
Lively,Henderson,Keith John,Baptist
Lively,Legault,Gerald W,Associated Gospel Churches
Lively,Nicol,David Lauder,Mennonite Church Eastern Canada
Lively,Parks,Kevin Grant,The Pentecostal Assemblies of Canada Western Ontario District
Lively,Prebble,Douglas Charles,The Anglican Church Of Canada Diocese Of Algoma
Lively,Richter,Karen Barbara,Humanist Association Of Canada
Lively,Tait,Diane Julie Marie,Canadian Shield Regional Council - United Church
Lively,Vaneyk,Elizabeth Dawn,Canadian Shield Regional Council - United Church
Lombardy,Haggett,Brenda,The Free Methodist Church In Canada
Lombardy,Libby,Gerald,Brethren
Lombardy,Purdy,Dean,Roman Catholic Diocese of Kingston
Lombardy,Reinkeluers,Brenda Lee,Bancroft Centre For Awakening Spiritual Growth
Lombardy,Savage,Marilyn S Macdonald,Presbyterian Church in Canada Presbytery Of Lanark & Renfrew
London,Abdelmajed,Nader,London Muslim Mosque
London,Acheampong,Joseph,Church Of Pentecost Canada Inc
London,Alden,Guy Michael,Roman Catholic Diocese Of London
London,Aldom,John Edwin,Southdale Bible Chapel
London,Algalaieni,Mohamad M,
London,Ali,Ziyad Rashid,Egyptian Community Centre of Ontario
London,Allen,Marci Lynne,Canadian International Metaphysical Ministry
London,Allison,Amanda Marie,Canadian Christian Ministries
London,Amar,Amrik Singh,London Sikh Society
London,Amir Maseh,Saleem,Roman Catholic Diocese Of London
London,Amszej,Peter John,Roman Catholic Diocese Of London
London,An,Sam,New Apostolic Church Canada
London,Anderson,Kenneth,The Anglican Church of Canada Diocese of Huron
London,Andrade,Paulo Alexandre,The Evangelical Christian Church In Canada
London,Andrade,Samuel,Baptist - Ontario & Quebec
London,Andrighetti,Robert P,The Spiritual Assembly of the Baha'is of London
London,Annunziello,David,Baptist - Ontario & Quebec
London,Anstead,Janet,Christian Church (Disciples Of Christ)
London,Antony,Plogen,Eparchy of Mississauga
London,Anwer,Muhammad Aarij,Somali Islamic Society Of Canada
London,Appel,Hugh,Presbyterian Church in Canada Presbytery Of London
London,Aquilina,Peter P,The Anglican Church of Canada Diocese of Huron
London,Archibald,Timothy Fisher,Presbyterian Church in Canada Presbytery Of London
London,Arguin,Matthew William,The Anglican Church of Canada Diocese of Huron
London,Armstrong,Aidan Hunt,The Anglican Church of Canada Diocese of Huron
London,Armstrong,Robert B,Brethren
London,Armstrong,Sarah Margaret,The Anglican Church of Canada Diocese of Huron
